0.0,0.0
110.29,5401.21
51.96,3266.96
421.8,26316.05
439.39,27664.91
1225.04,83162.78
64.13,3219.86
259.17,12481.19
424.72,26830.18
608.56,46397.04
718.35,59910.96
302.8,15030.04
327.1,15352.31
1077.24,65420.88
92.4,4526.61
421.2,26292.98
831.79,73387.72
nan,nan
518.77,33076.82
562.52,35448.45
362.1,22622.83
173.38,8948.23
23.96,1344.75
513.79,34956.64
437.11,27583.63
63.64,3160.43
192.84,9430.66
43.59,2568.64
19.59,1170.78
30.1,1692.7
110.04,5400.6
0.0,0.0
108.72,5933.76
478.56,28982.85
496.15,30331.7
979.13,86930.98
48.35,2443.8
363.4,17428.43
481.48,29496.97
665.32,49063.83
775.12,62577.76
407.03,19977.27
431.33,20299.54
1181.47,70368.12
196.62,9473.85
477.96,28959.78
888.55,76054.52
nan,nan
575.53,35743.61
619.28,38115.24
418.86,25289.63
277.6,13895.47
90.64,4464.11
570.55,37623.43
493.87,30250.43
47.85,2384.37
93.76,4902.68
108.76,5552.62
94.59,4644.43
83.02,4096.8
51.63,3247.1
109.11,5946.19
0.0,0.0
370.89,23192.28
388.48,24541.13
871.46,81140.41
62.95,3764.84
304.98,15274.92
373.81,23706.4
557.64,43273.26
667.44,56787.19
348.61,17823.77
372.91,18146.03
1123.06,68214.61
138.21,7320.34
370.29,23169.21
780.88,70263.95
nan,nan
467.86,29953.04
511.61,32324.67
311.19,19499.05
219.19,11741.96
33.23,2281.09
462.88,31832.86
386.2,24459.85
62.46,3705.41
191.66,9975.64
19.91,1434.05
33.42,2325.53
33.86,2409.04
421.59,26313.04
479.07,29012.14
371.01,23209.13
0.0,0.0
23.92,1815.14
506.9,58414.43
432.91,26830.79
674.94,38340.87
17.63,1548.85
193.08,20547.27
302.88,34061.2
718.57,40889.71
742.87,41211.98
652.9,75927.98
508.17,30386.29
7.73,622.79
416.32,47537.96
nan,nan
239.49,15791.67
513.97,32156.36
61.97,4082.58
589.15,34807.91
403.18,25347.04
98.31,9106.87
157.84,10298.48
432.41,26771.36
561.61,33041.59
389.87,24499.99
403.38,25391.48
403.82,25474.99
439.11,27654.36
496.59,30353.46
388.54,24550.45
23.94,1816.65
0.0,0.0
485.9,57118.75
450.43,28172.11
692.47,39682.18
31.08,2513.79
172.08,19251.59
281.88,32765.52
736.1,42231.03
760.4,42553.3
631.9,74632.3
525.7,31727.61
23.84,1854.94
395.31,46242.28
nan,nan
257.02,17132.99
531.49,33497.67
79.5,5423.9
606.67,36149.22
420.71,26688.36
77.31,7811.19
175.36,11639.8
449.94,28112.67
579.14,34382.91
407.4,25841.31
420.91,26732.8
421.34,26816.3
1225.42,83183.78
979.57,86952.74
871.52,81149.73
506.92,58415.94
485.9,57118.75
0.0,0.0
933.41,84771.39
970.42,71261.95
514.06,59113.07
314.57,38002.47
208.27,25086.86
976.8,72134.55
898.3,67831.02
147.79,17741.99
1134.28,79158.03
506.82,58454.22
93.62,11240.5
nan,nan
740.0,73732.27
1014.47,90096.96
562.48,62023.18
1061.11,75576.16
903.69,83287.64
417.34,50282.34
658.34,68239.09
932.92,84711.96
1062.12,90982.2
890.38,82440.59
903.89,83332.09
904.33,83415.59
63.88,3219.25
48.35,2443.8
62.56,3752.41
432.4,26801.5
449.99,28150.35
932.97,84749.64
0.0,0.0
317.24,15247.08
435.32,27315.62
619.16,46882.48
728.96,60396.41
360.87,17795.92
385.17,18118.19
1135.31,68186.77
150.46,7292.5
431.8,26778.43
842.39,73873.17
nan,nan
529.37,33562.26
573.13,35933.89
372.7,23108.28
231.44,11714.12
44.49,2282.76
524.39,35442.08
447.71,28069.07
0.98,117.58
130.89,6473.25
62.6,3371.27
48.43,2463.08
36.86,1915.45
259.19,12481.66
363.64,17429.04
305.32,15294.78
675.15,38343.88
692.74,39692.73
970.05,71241.41
317.48,15247.69
0.0,0.0
678.07,38858.0
861.91,58424.86
971.71,71938.79
47.82,3108.67
72.12,3430.94
822.26,53499.52
168.05,8455.91
674.55,38320.8
1061.88,82253.48
nan,nan
772.12,45104.64
815.88,47476.27
615.45,34650.65
94.88,4874.04
277.31,13372.58
767.14,46984.46
690.47,39611.45
316.99,15188.25
446.19,21458.49
296.94,14596.47
272.95,13198.61
283.46,13720.52
424.39,26810.31
481.87,29509.41
373.81,23706.4
18.07,1509.12
31.08,2513.79
514.06,59113.07
435.71,27328.06
677.74,38838.14
0.0,0.0
200.24,21245.92
310.04,34759.85
721.37,41386.98
745.67,41709.25
660.06,76626.63
510.97,30883.56
10.23,985.96
423.48,48236.6
nan,nan
242.29,16288.94
516.77,32653.62
64.77,4579.85
591.95,35305.18
405.98,25844.31
105.48,9805.52
160.64,10795.75
435.21,27268.63
564.41,33538.86
392.67,24997.26
406.18,25888.75
406.62,25972.26
608.28,46386.49
665.76,49085.59
557.7,43282.58
193.1,20548.78
172.08,19251.59
314.57,38002.47
619.6,46904.23
861.63,58414.31
200.24,21245.92
0.0,0.0
110.55,13649.24
905.26,60963.16
929.56,61285.43
460.57,55516.03
694.86,50459.73
193.0,20587.07
223.99,27126.0
nan,nan
426.18,35865.12
700.66,52229.8
248.66,24156.03
775.84,54881.35
589.87,45420.48
103.53,12415.18
344.52,30371.93
619.1,46844.8
748.3,53115.04
576.56,44573.44
590.07,45464.93
590.51,45548.43
718.08,59900.42
775.56,62599.52
667.5,56796.51
302.9,34062.71
281.88,32765.52
208.27,25086.86
729.4,60418.16
971.43,71928.24
310.04,34759.85
110.55,13649.24
0.0,0.0
1015.06,74477.09
1039.36,74799.36
354.27,42600.42
804.66,63973.66
302.8,34101.0
117.69,14210.39
nan,nan
535.98,49379.05
810.45,65743.73
358.46,37669.96
885.64,68395.28
699.67,58934.41
213.32,25929.11
454.32,43885.86
728.9,60358.73
858.1,66628.97
686.36,58087.37
699.87,58978.86
700.31,59062.36
302.82,15030.5
407.27,19977.88
348.95,17843.63
718.78,40892.72
736.38,42241.57
976.43,72114.01
361.12,17796.53
47.82,3108.67
721.7,41406.84
905.54,60973.7
1015.34,74487.63
0.0,0.0
78.5,4303.54
828.64,54372.11
211.68,11004.76
718.18,40869.65
1068.26,83126.08
nan,nan
815.75,47653.48
859.51,50025.12
659.08,37199.5
138.51,7422.88
320.94,15921.42
810.77,49533.3
734.1,42160.3
360.62,17737.1
489.82,24007.33
340.57,17145.31
316.58,15747.45
327.09,16269.37
327.12,15352.77
431.57,20300.15
373.25,18165.9
743.08,41214.99
760.68,42563.84
897.94,67810.48
385.42,18118.8
72.12,3430.94
746.0,41729.11
929.84,61295.97
1039.64,74809.91
78.5,4303.54
0.0,0.0
750.14,50068.59
235.98,11327.03
742.48,41191.92
989.76,78822.55
nan,nan
840.05,47975.75
883.81,50347.39
683.38,37521.77
162.81,7745.15
345.24,16243.69
835.07,49855.57
758.4,42482.57
384.92,18059.37
514.12,24329.6
364.87,17467.58
340.88,16069.72
351.39,16591.63
1077.63,65441.88
1182.08,70389.27
1123.75,68255.01
652.92,75929.5
631.9,74632.3
147.79,17741.99
1135.92,68207.91
822.62,53520.05
660.06,76626.63
460.57,55516.03
354.27,42600.42
829.0,54392.64
750.51,50089.12
0.0,0.0
986.49,61416.14
652.82,75967.78
239.62,28754.06
nan,nan
886.0,91245.83
1634.31,100436.49
708.48,79536.74
913.31,57834.26
1095.75,66332.8
563.34,67795.89
804.34,85752.64
1135.43,68148.48
1264.63,74418.71
1115.38,67556.7
1091.38,66158.83
1101.9,66680.74
92.42,4527.08
196.87,9474.46
138.54,7340.2
508.38,30389.29
525.97,31738.15
1133.92,79137.5
150.71,7293.11
168.05,8455.91
511.3,30903.42
695.14,50470.28
804.94,63984.21
211.68,11004.76
235.98,11327.03
986.12,61395.6
0.0,0.0
507.78,30366.23
918.37,77460.97
nan,nan
605.35,37150.06
649.1,39521.69
448.68,26696.07
82.26,4922.95
110.54,5418.0
600.37,39029.88
523.69,31656.87
150.22,7233.67
279.42,13503.91
130.17,6641.89
106.17,5244.03
116.69,5765.94
420.93,26282.96
478.41,28982.06
370.35,23179.05
7.86,634.72
23.84,1855.46
506.82,58454.75
432.25,26800.71
674.28,38310.79
10.23,985.96
193.01,20587.59
302.81,34101.52
717.91,40859.63
742.21,41181.9
652.83,75968.3
507.51,30356.21
0.0,0.0
416.24,47578.28
nan,nan
238.83,15761.59
513.31,32126.27
61.31,4052.5
588.49,34777.82
402.52,25316.96
98.24,9147.19
157.17,10268.4
431.75,26741.28
560.95,33011.51
389.21,24469.91
402.72,25361.4
403.16,25444.9
831.51,73377.18
888.99,76076.27
780.93,70273.27
416.34,47539.47
395.31,46242.28
93.62,11240.5
842.83,73894.92
1062.24,82274.02
423.48,48236.6
223.99,27126.0
117.69,14210.39
1068.62,83146.61
990.12,78843.09
239.62,28754.06
918.09,77450.42
416.24,47577.75
0.0,0.0
nan,nan
649.42,62855.8
923.89,79220.48
471.9,51146.71
999.07,81872.04
813.11,72411.17
326.76,39405.86
567.76,57362.61
842.34,73835.49
971.54,80105.72
799.8,71564.13
813.3,72455.62
813.74,72539.12
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
518.44,33056.95
575.92,35756.05
467.86,29953.04
239.37,15774.82
256.96,17123.67
739.94,73722.95
529.76,33574.7
771.79,45084.78
242.29,16288.94
426.13,35855.8
535.93,49369.73
815.42,47633.62
839.72,47955.89
885.95,91236.52
605.02,37130.2
238.77,15751.75
649.36,62846.48
nan,nan
0.0,0.0
610.82,38900.27
179.67,12081.59
686.0,41551.82
500.03,32090.95
331.36,24415.4
81.66,5493.19
529.26,33515.27
658.46,39785.5
486.72,31243.9
500.23,32135.39
500.67,32218.9
562.19,35428.59
619.67,38127.68
511.61,32324.67
513.77,32134.72
531.36,33483.57
1014.34,90082.86
573.51,35946.33
815.55,47456.41
516.69,32648.84
700.52,52215.7
810.32,65729.63
859.18,50005.25
883.48,50327.52
1633.62,100396.1
648.77,39501.83
513.16,32111.65
923.75,79206.39
nan,nan
610.73,38895.48
0.0,0.0
454.06,28441.5
729.75,43923.45
543.79,34462.58
605.75,40775.3
529.08,33402.3
573.02,35886.9
702.22,42157.13
530.48,33615.54
543.98,34507.02
544.42,34590.53
361.77,22602.97
419.25,25302.06
311.19,19499.05
61.85,4065.72
79.44,5414.58
562.42,62013.86
373.09,23120.71
615.12,34630.79
64.77,4579.85
248.61,24146.71
358.41,37660.64
658.75,37179.64
683.05,37501.9
708.43,79527.42
448.35,26676.21
61.25,4042.66
471.84,51137.39
nan,nan
179.67,12081.59
454.15,28446.28
0.0,0.0
529.33,31097.83
343.36,21636.96
153.84,12706.31
98.01,6588.4
372.59,23061.28
501.79,29331.51
330.05,20789.92
343.56,21681.4
344.0,21764.91
173.42,8953.42
277.87,13900.8
219.55,11766.55
589.38,34815.64
606.98,36164.5
1060.74,75555.63
231.72,11719.45
94.88,4874.04
592.3,35329.77
776.14,54896.63
885.94,68410.55
138.51,7422.88
162.81,7745.15
912.95,57813.73
82.28,4927.68
588.78,34792.57
999.37,81887.31
nan,nan
686.35,41576.41
730.11,43948.04
529.68,31122.42
0.0,0.0
191.54,9844.34
681.37,43456.23
604.7,36083.22
231.22,11660.02
360.42,17930.25
211.17,11068.23
187.18,9670.37
197.69,10192.29
23.96,1344.75
90.91,4465.76
33.25,2281.54
403.09,25330.63
420.68,26679.49
903.66,83278.77
44.75,2284.41
277.31,13372.58
406.01,25844.76
589.84,45411.62
699.64,58925.55
320.94,15921.42
345.24,16243.69
1095.38,66312.27
110.54,5418.0
402.49,25307.57
813.08,72402.3
nan,nan
500.06,32091.4
543.81,34463.03
343.39,21637.41
191.52,9839.62
0.0,0.0
495.08,33971.22
418.4,26598.21
44.26,2224.98
173.46,8495.21
26.17,1648.16
5.1,442.01
10.72,757.24
513.51,34946.09
570.99,37645.19
462.93,31842.18
98.33,9108.38
77.31,7811.19
417.34,50282.34
524.83,35463.84
766.86,46973.91
105.48,9805.52
103.53,12415.18
213.32,25929.11
810.49,49522.76
834.79,49845.03
563.34,67795.89
600.09,39019.34
98.23,9146.67
326.76,39405.86
nan,nan
331.41,24424.72
605.89,40789.4
153.89,12715.63
681.07,43440.95
495.1,33980.09
0.0,0.0
249.76,18931.53
524.33,35404.4
653.53,41674.64
481.79,33133.04
495.3,34024.53
495.74,34108.04
436.78,27563.77
494.26,30262.86
386.2,24459.85
157.72,10281.63
175.31,11630.48
658.29,68229.77
448.1,28081.51
690.14,39591.59
160.64,10795.75
344.47,30362.61
454.27,43876.54
733.77,42140.43
758.07,42462.7
804.29,85743.33
523.36,31637.01
157.12,10258.56
567.71,57353.3
nan,nan
81.66,5493.19
529.16,33407.08
98.01,6588.4
604.34,36058.63
418.38,26597.76
249.7,18922.21
0.0,0.0
447.61,28022.08
576.81,34292.31
405.07,25750.72
418.57,26642.2
419.01,26725.71
63.39,3159.82
47.85,2384.37
62.07,3692.97
431.91,26742.07
449.5,28090.92
932.48,84690.2
0.98,117.58
316.74,15187.64
434.83,27256.19
618.66,46823.05
728.46,60336.98
360.37,17736.49
384.67,18058.76
1134.81,68127.34
149.97,7233.06
431.31,26719.0
841.9,73813.73
nan,nan
528.88,33502.83
572.63,35874.46
372.2,23048.84
230.95,11654.68
43.99,2223.33
523.89,35382.65
447.22,28009.64
0.0,0.0
130.4,6413.82
62.11,3311.84
47.94,2403.65
36.37,1856.02
192.59,9430.05
93.76,4902.68
191.27,9963.21
561.11,33012.3
578.7,34361.15
1061.68,90960.44
130.89,6473.25
445.94,21457.88
564.03,33526.42
747.86,53093.28
857.66,66607.21
489.57,24006.72
513.87,24328.99
1264.01,74397.57
279.17,13503.3
560.51,32989.23
971.1,80083.97
nan,nan
658.08,39773.06
701.83,42144.7
501.4,29319.08
360.15,17924.92
173.19,8493.56
653.09,41652.88
576.42,34279.88
130.4,6413.82
0.0,0.0
191.31,9582.07
177.14,8673.88
165.56,8126.25
43.59,2568.64
109.55,5579.97
19.91,1434.05
389.75,24483.14
407.34,25831.99
890.32,82431.28
63.39,3398.62
296.94,14596.47
392.67,24997.26
576.51,44564.12
686.31,58078.05
340.57,17145.31
364.87,17467.58
1115.01,67536.16
130.17,6641.89
389.15,24460.07
799.74,71554.81
nan,nan
486.72,31243.9
530.48,33615.54
330.05,20789.92
211.15,11063.51
26.14,1647.71
481.74,33123.72
405.07,25750.72
62.9,3339.19
192.1,9609.42
0.0,0.0
25.38,1647.08
29.36,1871.45
19.59,1170.78
94.84,4645.04
33.75,2345.4
403.59,25394.49
421.18,26743.34
904.16,83342.63
48.68,2463.69
272.95,13198.61
406.51,25908.61
590.35,45475.47
700.15,58989.4
316.58,15747.45
340.88,16069.72
1091.02,66138.3
106.17,5244.03
402.99,25371.42
813.58,72466.16
nan,nan
500.56,32155.25
544.31,34526.89
343.89,21701.27
187.15,9665.64
5.1,442.01
495.58,34035.07
418.9,26662.07
48.18,2404.26
177.38,8674.49
25.38,1647.08
0.0,0.0
14.65,936.52
30.83,1738.29
83.16,4099.04
33.84,2405.95
403.68,25455.04
421.27,26803.9
904.25,83403.18
37.0,1917.69
284.18,13766.12
406.6,25969.16
590.43,45536.02
700.23,59049.95
327.81,16314.96
352.12,16637.23
1102.26,66705.8
117.41,5811.54
403.08,25431.97
813.67,72526.71
nan,nan
500.65,32215.81
544.4,34587.44
343.97,21761.82
198.39,10233.16
11.43,801.8
495.66,34095.63
418.99,26722.62
36.5,1858.26
165.7,8128.49
29.55,1890.31
15.38,982.12
0.0,0.0
